,yaw_dumbbell,pitch_dumbbell,roll_dumbbell,magnet_forearm_z,magnet_arm_z,magnet_arm_y,magnet_arm_x,accel_arm_z,accel_arm_y,accel_arm_x,gyros_arm_z,gyros_arm_y,gyros_arm_x,total_accel_arm,yaw_arm,pitch_arm,roll_arm,total_accel_dumbbell,gyros_dumbbell_x,gyros_dumbbell_y,gyros_dumbbell_z,magnet_forearm_y,magnet_forearm_x,accel_forearm_z,accel_forearm_y,accel_forearm_x,gyros_forearm_z,gyros_forearm_y,gyros_forearm_x,magnet_belt_z,total_accel_forearm,pitch_forearm,roll_forearm,magnet_dumbbell_z,magnet_dumbbell_y,magnet_dumbbell_x,accel_dumbbell_z,accel_dumbbell_y,accel_dumbbell_x,yaw_forearm,magnet_belt_y,accel_belt_z,total_accel_belt,magnet_belt_x,pitch_belt,num_window,roll_belt,gyros_belt_x,gyros_belt_y,gyros_belt_z,accel_belt_x,accel_belt_y,yaw_belt,labelA,labelB,labelC,labelD,labelE
2011-12-05 11:23:54.288,-84.62798796125,-70.66695731625,13.331830911250002,474.125,512.875,338.75,-370.25,-123.25,110.25,-289.0,-0.00625,-0.0225,0.005,34.0,-162.0,18.950000000000006,-130.875,,-0.0075,-0.015,-0.0025,657.0,-15.125,-214.25,204.0,191.0,-0.015,-0.0175,0.01875,-312.25,36.0,-63.7625,24.95,-67.375,294.375,-556.625,,47.75,,-149.0,603.125,21.5,3.0,-3.625,7.4025,14.0,1.2625,0.0,0.0,-0.02375,-19.625,3.625,-94.1,1,0,0,0,0
2011-12-05 11:23:54.538,-84.51090301714284,-70.82603239142857,13.175315662857145,471.8571428571428,516.8571428571429,340.85714285714283,-367.0,-123.57142857142857,110.42857142857143,-289.0,-0.022857142857142857,-0.01857142857142857,0.014285714285714287,34.0,-162.0,18.642857142857142,-130.85714285714286,,-0.002857142857142857,-0.028571428571428574,-0.002857142857142857,654.7142857142858,-14.428571428571427,-213.42857142857144,202.85714285714286,192.28571428571428,-0.004285714285714286,-0.008571428571428574,0.017142857142857144,-306.7142857142857,36.0,-63.67142857142858,24.785714285714285,-61.14285714285714,294.85714285714283,-555.4285714285714,,47.14285714285714,,-149.0,598.5714285714286,21.142857142857142,3.0,-4.428571428571429,7.317142857142858,14.0,1.1985714285714286,0.005714285714285714,0.0,-0.025714285714285717,-19.428571428571427,3.2857142857142856,-94.1,1,0,0,0,0
2011-12-05 11:23:54.788,-84.63810059999999,-70.72243713,13.0742898575,468.75,512.0,337.0,-368.5,-122.5,110.25,-289.75,-0.01,-0.02,0.02,34.0,-162.0,18.225,-131.0,,0.005,-0.025,-0.01,652.25,-8.5,-212.0,204.5,194.5,-0.015,0.03,0.0225,-310.0,36.0,-63.825,23.75,-65.5,293.25,-557.75,,47.0,,-148.0,604.25,22.5,3.0,-2.5,7.2575,14.0,1.1775,0.015,0.0,-0.022500000000000003,-18.75,3.5,-94.1,1,0,0,0,0
2011-12-05 11:23:55.038,-84.5676306425,-70.8281483,12.94992222,468.75,513.75,338.75,-369.5,-123.0,109.75,-288.75,-0.015,-0.02,0.0,34.0,-162.0,17.825,-131.0,,0.0,-0.02,-0.005,656.25,-13.5,-213.75,201.25,191.5,0.02,-0.0475,0.045,-307.25,36.0,-63.40000000000001,23.525,-62.5,292.75,-555.75,,46.5,,-147.0,599.0,21.25,3.0,-4.0,7.3175,15.0,1.0925,0.0225,0.0,-0.0275,-19.5,3.5,-94.1,1,0,0,0,0
2011-12-05 11:23:55.288,-84.66583749399999,-70.72539922600001,12.964695072,466.4,514.2,341.8,-369.0,-123.2,110.4,-289.8,-0.012,-0.022000000000000002,0.0,34.0,-162.0,17.78,-131.0,,0.0,-0.02,-0.016,655.2,-12.6,-213.6,204.6,192.4,-0.022,-0.022,0.016,-307.2,36.0,-63.34,23.62,-60.4,293.4,-555.0,,46.6,,-147.0,602.6,21.8,3.0,0.4,7.407999999999999,15.0,1.0759999999999998,0.02,0.0,-0.024,-19.8,3.6,-94.08,1,0,0,0,0
2011-12-05 11:23:55.538,-84.84445420416667,-70.60843663666667,12.719418388333333,468.08333333333326,514.8333333333334,335.75,-368.58333333333326,-123.0,109.83333333333331,-289.25,-0.0016666666666666668,-0.021666666666666664,0.011666666666666669,34.0,-162.0,17.575000000000006,-131.0,,0.006666666666666667,-0.020833333333333332,-0.01,657.8333333333334,-12.666666666666664,-213.58333333333331,205.08333333333331,191.33333333333331,-0.013333333333333334,-0.021666666666666667,0.017499999999999998,-308.25,36.0,-63.37499999999999,23.550000000000008,-66.0,290.8333333333333,-557.3333333333334,,45.66666666666666,,-147.0,603.0,22.33333333333333,3.0,-4.166666666666667,7.4525000000000015,15.0,1.0541666666666665,0.01833333333333333,0.0,-0.02833333333333334,-19.916666666666668,3.333333333333333,-94.075,1,0,0,0,0
2011-12-05 11:23:55.788,-84.77852070666667,-70.63213877,12.88603807,464.0,517.3333333333334,340.0,-368.66666666666674,-123.33333333333331,109.33333333333331,-288.6666666666667,-0.03,0.0,0.0,34.0,-162.66666666666666,17.1,-132.0,,0.0,-0.02,-0.006666666666666667,654.0,-16.0,-214.33333333333331,205.66666666666663,191.0,-0.02,0.013333333333333334,0.0,-306.0,36.0,-63.33333333333334,23.46666666666667,-71.33333333333333,293.0,-557.0,,46.33333333333334,,-147.0,601.6666666666666,23.33333333333333,3.0,-3.0,7.433333333333333,15.0,1.0333333333333334,0.006666666666666667,0.0,-0.02,-19.0,4.0,-94.09999999999998,1,0,0,0,0
2011-12-05 11:23:56.038,-84.93408988777777,-70.52274452666666,12.702523023333333,467.4444444444445,516.2222222222222,338.5555555555556,-365.33333333333326,-123.33333333333331,110.22222222222223,-287.8888888888889,-0.02555555555555556,-0.008888888888888889,0.004444444444444444,34.0,-163.0,16.977777777777774,-132.0,,0.0,-0.017777777777777778,-0.011111111111111113,655.0,-10.222222222222221,-214.0,204.88888888888889,192.33333333333331,-0.022222222222222227,0.0022222222222222227,0.015555555555555553,-306.1111111111111,36.0,-63.477777777777774,22.72222222222223,-65.1111111111111,291.6666666666667,-558.7777777777778,,45.66666666666666,,-146.22222222222226,601.8888888888888,24.555555555555557,3.0,-3.111111111111111,7.4255555555555555,16.0,1.0544444444444443,0.02,0.0022222222222222227,-0.02666666666666666,-19.444444444444443,3.7777777777777777,-94.04444444444445,1,0,0,0,0
2011-12-05 11:23:56.288,-84.98879623142857,-70.43946793714284,12.812537140000002,467.0,513.7142857142857,336.0,-363.57142857142856,-122.57142857142857,109.57142857142857,-288.14285714285717,-0.01857142857142857,-0.014285714285714287,0.014285714285714287,34.0,-163.0,16.7,-132.57142857142858,,-0.002857142857142857,-0.014285714285714287,-0.014285714285714287,654.2857142857142,-10.142857142857142,-214.0,205.85714285714286,193.57142857142856,-0.022857142857142857,-0.015714285714285715,0.015714285714285715,-307.14285714285717,36.142857142857146,-63.42857142857142,22.371428571428577,-66.0,293.85714285714283,-558.7142857142857,,46.14285714285714,,-146.14285714285714,603.2857142857142,25.142857142857146,3.0,-1.5714285714285714,7.394285714285715,16.0,1.124285714285714,0.005714285714285713,0.0,-0.0071428571428571435,-20.285714285714285,3.2857142857142856,-94.08571428571429,1,0,0,0,0
2011-12-05 11:23:56.538,-85.01311291500002,-70.40764688333333,12.842411616666665,466.33333333333326,517.1666666666666,336.8333333333333,-364.83333333333326,-122.0,110.5,-287.8333333333333,-0.016666666666666666,-0.016666666666666666,0.013333333333333334,34.0,-163.0,16.316666666666666,-133.0,,-0.01,-0.013333333333333334,0.021666666666666667,656.0,-10.666666666666666,-214.5,203.33333333333331,193.83333333333331,-0.04,-0.011666666666666669,-0.008333333333333333,-301.3333333333333,36.16666666666666,-63.51666666666667,22.066666666666666,-64.83333333333333,294.1666666666667,-558.0,,46.16666666666666,,-146.0,603.6666666666666,22.16666666666667,3.0,-5.833333333333332,7.22,16.0,1.215,-0.006666666666666667,0.0033333333333333327,-0.03333333333333333,-19.33333333333333,3.0,-94.06666666666666,1,0,0,0,0
2011-12-05 11:23:56.788,-85.11195745142857,-70.30715515142856,12.839465542857145,469.1428571428572,513.4285714285714,333.14285714285717,-366.8571428571428,-122.85714285714286,110.71428571428572,-288.0,-0.01,-0.021428571428571432,0.012857142857142859,34.0,-163.14285714285714,16.085714285714285,-132.85714285714286,,-0.017142857142857144,-0.008571428571428572,-0.004285714285714286,653.5714285714286,-9.857142857142858,-213.85714285714286,204.42857142857144,192.14285714285717,-0.027142857142857142,0.0,0.011428571428571429,-304.57142857142856,36.0,-63.671428571428564,21.671428571428574,-66.14285714285714,294.2857142857143,-556.4285714285714,,46.14285714285714,,-145.57142857142858,604.7142857142858,23.0,3.0,-4.285714285714286,7.2200000000000015,16.0,1.1185714285714283,0.017142857142857144,0.002857142857142857,-0.02,-19.142857142857142,3.571428571428572,-94.01428571428572,1,0,0,0,0
2011-12-05 11:23:57.038,-84.40838906,-70.91576678,13.227291699999999,471.66666666666674,513.0,333.0,-368.0,-122.66666666666669,109.66666666666669,-288.0,-0.02333333333333333,-0.02,0.02,34.0,-164.0,15.466666666666667,-133.0,,-0.03,-0.02,0.0,653.3333333333334,-9.0,-214.66666666666663,203.33333333333331,191.66666666666663,-0.01,0.006666666666666667,0.02,-312.0,36.0,-63.73333333333333,21.03333333333333,-73.0,290.0,-552.0,,48.0,,-145.0,602.3333333333334,24.66666666666667,3.0,-3.333333333333333,7.659999999999998,17.0,1.393333333333333,0.05666666666666665,0.006666666666666667,-0.013333333333333334,-19.0,4.0,-93.90000000000002,1,0,0,0,0
2011-12-05 11:23:57.288,-84.40838906,-70.91576678,13.227291699999999,473.25,512.75,332.75,-368.75,-123.0,110.75,-286.75,-0.022500000000000003,-0.005,-0.005,34.0,-164.0,15.375000000000002,-133.75,,-0.03,-0.02,0.0,655.25,-11.25,-212.75,203.0,193.75,-0.0125,-0.01,0.022500000000000003,-309.5,36.0,-63.75,20.8,-73.0,290.0,-552.0,,48.0,,-145.0,601.75,23.0,3.0,-0.25,7.7,17.0,1.3949999999999998,0.017499999999999998,0.01,-0.015,-19.75,4.0,-93.9,1,0,0,0,0
2011-12-05 11:23:57.538,-84.40838906,-70.91576678,13.227291699999999,468.8,519.6,333.4,-363.6,-122.2,108.8,-287.8,-0.014000000000000002,-0.02,0.02,34.0,-164.0,15.14,-134.0,,-0.03,-0.02,0.0,654.4,-11.6,-214.8,203.0,192.8,-0.01,-0.004,0.024,-310.8,36.0,-63.62000000000001,20.36,-73.0,290.0,-552.0,,48.0,,-144.2,602.2,20.8,3.0,-1.8,7.348000000000001,17.0,1.4460000000000002,-0.01,0.012,-0.028000000000000004,-19.0,4.0,-93.82,1,0,0,0,0
2011-12-05 11:23:57.788,-84.40838906,-70.91576678,13.227291699999999,468.2,513.0,334.0,-365.6,-121.6,110.8,-287.2,-0.016,-0.026,0.012,34.0,-164.0,14.62,-134.0,,-0.03,-0.02,0.0,656.6,-8.6,-214.0,203.8,192.6,-0.022,-0.016,0.012,-309.4,36.0,-63.56,19.96,-73.0,290.0,-552.0,,48.0,,-144.0,604.6,21.0,3.0,-3.8,7.086,17.0,1.266,0.008,0.0,-0.03,-17.8,4.6,-93.8,1,0,0,0,0
2011-12-05 11:23:58.038,-89.11725894000001,-41.91174256,27.39106127166667,473.33333333333326,516.5,332.6666666666667,-370.5,-122.33333333333331,109.83333333333331,-288.0,-0.01833333333333333,-0.016666666666666666,0.02333333333333333,34.0,-164.0,14.199999999999998,-135.0,25.66666666666667,0.11333333333333336,0.7866666666666666,-0.07833333333333332,651.6666666666666,-8.833333333333334,-213.5,202.66666666666663,193.16666666666663,-0.011666666666666669,-0.013333333333333334,0.025,-308.5,36.0,-63.51666666666667,19.683333333333334,-80.33333333333333,309.5,-542.1666666666666,-190.0,37.5,-156.33333333333334,-143.66666666666666,608.0,24.0,3.0,-2.1666666666666665,6.996666666666667,18.0,1.0016666666666667,0.021666666666666667,-0.0033333333333333327,-0.043333333333333335,-18.0,3.1666666666666665,-93.8,1,0,0,0,0
2011-12-05 11:23:58.288,-55.31745549,26.7420734725,93.3686388625,467.75,511.5,330.75,-365.25,-120.75,111.0,-287.25,0.015,-0.015,0.005,34.0,-165.0,13.925,-135.0,4.0,-0.1475,0.5025,-0.052500000000000005,653.5,-9.75,-214.25,203.75,191.75,-0.015,-0.005,0.015,-302.5,36.0,-63.45,19.35,-91.5,371.25,-507.25,-20.0,31.5,10.5,-143.0,608.25,27.75,3.25,-5.5,7.0825,18.0,0.8975,0.022500000000000003,-0.005,-0.0325,-18.25,3.75,-93.8,1,0,0,0,0
2011-12-05 11:23:58.538,-59.6530972125,-4.147062387499998,79.771047425,471.5,515.0,334.25,-367.75,-122.25,110.0,-287.75,-0.0075000000000000015,-0.01,0.005,34.0,-164.75,13.975,-134.75,13.0,-0.14250000000000002,0.3725,-0.1375,652.75,-8.5,-212.5,204.25,193.5,-0.0225,-0.022500000000000003,0.01,-305.25,36.0,-63.525,19.25,-69.0,369.0,-503.25,-86.5,44.0,-52.5,-143.25,605.0,27.25,3.5,-2.75,7.1075,18.0,0.945,0.02,0.01,-0.0275,-19.5,3.75,-93.8,1,0,0,0,0
2011-12-05 11:23:58.788,-28.400303425,25.5797710125,117.22948175,468.25,512.5,335.25,-366.0,-122.5,110.5,-286.5,-0.01,-0.02,-0.02,34.0,-165.0,13.8,-135.0,6.0,-0.135,0.415,-0.1425,654.0,-11.5,-214.25,202.75,193.0,-0.02,-0.0175,0.015,-302.75,36.0,-63.425,19.0,-69.75,410.5,-470.25,-16.5,54.5,15.0,-143.0,606.5,28.25,3.75,-2.25,7.3175,18.0,0.97,0.03,0.0,-0.015,-20.25,4.0,-93.8,1,0,0,0,0
2011-12-05 11:23:59.038,-17.024451785,31.924267375,120.41193085,471.25,515.75,337.75,-362.5,-123.0,112.0,-287.5,-0.022500000000000003,-0.02,-0.005,34.0,-165.0,13.725,-135.0,6.25,-0.0975,-0.0049999999999999906,-0.03,655.75,-8.5,-214.25,202.75,192.75,-0.025,-0.02,0.01,-305.0,36.0,-63.45,18.85,-56.0,426.25,-461.25,-10.75,58.75,19.75,-142.75,608.5,26.0,3.5,-2.0,7.3875,322.0,1.1,0.02,0.005,-0.005,-19.5,3.75,-93.8,1,0,0,0,0
2011-12-05 11:23:59.288,-2.0464802392857133,19.965138035857144,133.62567228571427,471.0,517.0,335.57142857142856,-363.4285714285714,-123.0,111.14285714285714,-286.85714285714283,-0.017142857142857144,-0.022857142857142857,0.032857142857142856,34.0,-165.0,13.328571428571427,-135.0,5.285714285714286,-0.1342857142857143,-0.2500000000000001,-0.1,653.7142857142858,-9.428571428571429,-213.85714285714286,204.42857142857144,193.42857142857144,-0.015714285714285715,-0.011428571428571429,0.014285714285714287,-306.2857142857143,36.0,-63.48571428571428,18.542857142857144,-37.714285714285715,397.8571428571428,-482.4285714285714,-1.7142857142857142,48.85714285714285,10.142857142857142,-142.14285714285714,606.0,24.857142857142854,3.1428571428571432,-0.14285714285714285,7.395714285714285,322.0,1.455714285714286,0.03142857142857143,-0.002857142857142857,0.005714285714285714,-19.714285714285715,3.7142857142857135,-93.79999999999998,1,0,0,0,0
2011-12-05 11:23:59.538,27.81218472275,13.01624521975,124.704975275,473.0,515.375,337.125,-366.625,-121.75,111.375,-287.375,-0.037500000000000006,0.00375,0.01625,34.0,-165.75,12.7125,-135.75,4.0,-0.2075,-0.16875,0.11500000000000002,656.25,-11.75,-213.75,203.75,193.0,-0.02875,-0.00875,0.01,-309.625,36.0,-63.52500000000001,18.175,-16.375,364.375,-505.0,9.75,36.125,5.25,-142.0,602.75,22.0,3.0,-1.875,7.362500000000002,322.0,1.6749999999999998,0.01125,0.0,-0.00625,-19.375,3.125,-93.825,1,0,0,0,0
2011-12-05 11:23:59.788,20.496383945,15.801387237666669,112.35652272666664,466.16666666666674,520.1666666666666,337.1666666666667,-364.83333333333326,-123.0,111.16666666666669,-286.8333333333333,-0.02,-0.013333333333333334,0.01,34.0,-165.5,13.183333333333332,-135.5,5.5,-0.03666666666666667,5.782411586589357e-19,0.14333333333333334,653.0,-8.5,-213.16666666666663,203.16666666666663,192.66666666666663,-0.02,0.01,0.01,-309.3333333333333,36.0,-63.54999999999999,18.05,-37.66666666666666,391.33333333333326,-483.33333333333326,4.666666666666667,47.5,9.0,-142.0,608.8333333333334,24.16666666666667,3.1666666666666665,-3.5,7.191666666666666,322.0,1.3066666666666669,-0.025,0.0033333333333333327,-0.028333333333333332,-18.83333333333333,2.5,-93.85,1,0,0,0,0
2011-12-05 11:24:00.038,38.046815634,20.4482315476,107.132960076,470.4,523.2,335.0,-364.4,-122.2,111.6,-287.2,-0.008,-0.02,-0.004,34.0,-166.0,12.38,-137.0,3.4,0.014000000000000002,0.054000000000000006,0.272,651.6,-3.6,-214.2,201.6,194.2,-0.006,0.004,0.026,-302.0,36.0,-63.67999999999999,16.740000000000002,-38.4,356.4,-516.2,11.8,28.6,5.8,-140.4,605.0,24.6,3.0,-5.2,6.522,323.0,1.238,0.01,0.004,-0.042,-18.0,3.8,-93.84,1,0,0,0,0
2011-12-05 11:24:00.288,47.49026308799999,15.389903779600001,103.94977796799999,469.4,518.2,335.8,-364.2,-121.6,110.6,-287.6,-0.014000000000000002,-0.028000000000000004,0.024,34.0,-166.0,12.04,-137.0,2.8,0.016,-0.05,-0.1,650.4,-7.4,-214.0,201.8,194.6,-0.018000000000000002,-0.004,0.024,-302.2,36.0,-63.62000000000001,16.220000000000002,-58.4,364.2,-508.8,9.2,24.2,3.0,-140.0,605.8,25.4,3.2,-7.2,6.6160000000000005,323.0,1.0299999999999998,-0.018000000000000002,0.004,-0.022,-19.6,3.4,-93.8,1,0,0,0,0
2011-12-05 11:24:00.538,37.69326493142857,14.839594762714286,114.76533463571428,468.4285714285714,521.8571428571429,334.7142857142857,-365.57142857142856,-120.85714285714286,110.85714285714286,-287.0,-0.008571428571428572,-0.027142857142857142,0.021428571428571432,34.0,-166.14285714285714,11.62857142857143,-137.0,3.4285714285714284,-0.004285714285714286,-0.024285714285714282,-0.06714285714285714,650.2857142857142,-2.2857142857142856,-214.14285714285717,200.85714285714286,195.42857142857144,-0.028571428571428567,-0.011428571428571429,0.015714285714285715,-299.7142857142857,36.0,-63.60000000000001,15.971428571428573,-52.14285714285714,360.0,-508.71428571428567,11.857142857142858,31.285714285714285,3.7142857142857135,-140.0,606.2857142857142,26.42857142857143,3.1428571428571432,-6.428571428571429,6.48142857142857,323.0,1.0142857142857145,-0.0071428571428571435,0.0,-0.032857142857142856,-18.428571428571427,3.4285714285714284,-93.77142857142859,1,0,0,0,0
2011-12-05 11:24:00.788,38.370561635,9.669729775,116.958880925,466.25,519.0,333.0,-366.0,-122.25,111.5,-287.75,-0.0225,-0.02,0.022500000000000003,34.0,-166.5,11.575,-137.0,3.0,0.0175,-0.12,-0.1425,652.75,-6.25,-215.5,201.75,194.5,0.005,0.0,0.0275,-301.25,36.0,-63.575,15.975,-42.75,354.75,-516.5,10.0,25.5,2.75,-139.5,605.75,27.75,3.25,-3.75,6.565,323.0,1.02,0.04,0.0,-0.025,-16.75,1.75,-93.75,1,0,0,0,0
2011-12-05 11:24:01.038,89.07717010100002,6.9158276358,29.453142068000002,467.6,522.3,335.8,-367.1,-123.0,110.9,-287.5,-0.005,-0.023,-0.006,34.0,-167.0,11.010000000000002,-137.0,2.2,-0.07400000000000001,-0.102,-0.032999999999999995,652.1,-3.0,-214.4,201.9,194.7,-0.013,-0.014000000000000002,0.019,-296.8,36.0,-63.48,15.250000000000005,-37.1,328.1,-534.4,15.2,8.2,0.7,-139.0,608.3,24.7,3.2,-0.2,7.980000000000001,324.0,1.107,0.055000000000000014,-0.012,-0.007000000000000001,-21.2,3.3,-93.82,1,0,0,0,0
